Seq#	Kingdom	Phylum	Class	Order	Family	Genus	Species	V8	V9	V10	V11	V12	V13
Seq_1346	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_1347	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100
Seq_1348	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	fusiformis	100	100	100	100	100	100
Seq_1349	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	100	100	100	100	100	100
Seq_1350	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	NA	100	100	100	100	100	77
Seq_1351	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Martelella	NA	100	100	100	100	100	51
Seq_1352	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus_Udaeobacter	NA	100	100	100	100	100	100
Seq_1353	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	93
Seq_1354	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA	100	100	100	100	100	49
Seq_1355	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA	NA	100	100	100	100	100	100
Seq_1356	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA	100	100	100	100	100	34
Seq_1357	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter	NA	100	100	100	100	100	99
Seq_1358	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	NA	NA	100	100	100	100	98	97
Seq_1359	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	NA	100	100	100	100	100	96
Seq_1360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	NA	100	100	100	100	100	97
Seq_1361	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	NA	100	100	100	100	100	100
Seq_1362	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	NA	100	100	100	100	100	100
Seq_1363	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	87	87	87
Seq_1364	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	NA	100	100	100	100	100	100
Seq_1365	Bacteria	Acidobacteria	Subgroup_6	Unknown_Order	Unknown_Family	NA	NA	100	100	100	57	57	47
Seq_1366	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae	NA	NA	100	100	100	100	73	46
Seq_1367	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA	100	100	100	100	100	100
Seq_1368	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	100	100	100	100	100	100
Seq_1369	Bacteria	Acidobacteria	Subgroup_5	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1370	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	100	100	100	100	100	100
Seq_1371	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	100	100
Seq_1372	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	NA	100	100	100	100	100	97
Seq_1373	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Oscillochloris	NA	100	100	100	100	100	99
Seq_1374	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	100	100	100	100	100	99
Seq_1375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA	100	100	100	100	100	87
Seq_1376	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia	NA	100	100	100	100	100	86
Seq_1377	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	100	83
Seq_1378	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	100	100	100	100	100	100
Seq_1379	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	ramosus	100	100	100	100	100	93
Seq_1380	Bacteria	Latescibacteria	NA	NA	NA	NA	NA	100	99	99	99	99	99
Seq_1381	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA	100	100	100	100	100	90
Seq_1382	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA	100	100	100	99	99	99
Seq_1383	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10	NA	100	100	100	61	61	61
Seq_1384	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	oncorhynchi	100	100	100	100	100	100
Seq_1385	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	100	100	100	100	100	100
Seq_1386	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	jinjuensis	100	100	100	100	100	99
Seq_1387	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	panaciterrae	100	100	100	100	100	100
Seq_1388	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	100	99
Seq_1389	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	100	100	100	100	99	83
Seq_1391	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	NA	100	100	100	100	100	73
Seq_1392	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	rhizosphaerae	100	100	100	100	100	100
Seq_1393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	100	100	100	100	100	58
Seq_1394	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_1395	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_1396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga	NA	100	100	100	100	100	62
Seq_1397	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	100	73
Seq_1398	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	NA	100	100	100	100	100	99
Seq_1399	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	96	54
Seq_1400	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	100	100	100	100	100	85
Seq_1401	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Nordella	NA	100	100	100	100	100	100
Seq_1402	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	NA	100	100	100	100	100	100
Seq_1403	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_1404	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	100	100	100	100	100	93
Seq_1405	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	99
Seq_1406	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1407	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus_Alysiosphaera	NA	100	100	100	100	100	99
Seq_1408	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera	NA	100	100	100	100	100	57
Seq_1409	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	100	100	100	100	100	100
Seq_1410	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	100	100	100	100	100	100
Seq_1411	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA	100	100	99	92	92	92
Seq_1412	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	96
Seq_1413	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100
Seq_1414	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	SH-PL14	NA	100	100	100	100	100	100
Seq_1415	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	NA	100	100	100	100	100	100
Seq_1416	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Pyrinomonadales	Pyrinomonadaceae	RB41	NA	100	100	100	100	100	100
Seq_1417	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	NA	NA	100	100	100	100	100	100
Seq_1418	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	NA	100	100	100	100	100	100
Seq_1419	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter	NA	100	100	100	100	100	52
Seq_1420	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1421	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	99
Seq_1422	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA	100	100	100	100	99	58
Seq_1423	Bacteria	Proteobacteria	Gammaproteobacteria	CCD24	NA	NA	NA	100	100	100	100	100	100
Seq_1424	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA	100	100	100	100	100	41
Seq_1425	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	100	100	100	100	100	100
Seq_1426	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA	100	100	100	100	100	100
Seq_1427	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	100	100	100	100	100	99
Seq_1428	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	100	100	100	100	100	72
Seq_1429	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA	100	100	100	100	100	48
Seq_1430	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA	100	100	100	100	100	41
Seq_1431	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga	NA	100	100	100	100	100	100
Seq_1432	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	86
Seq_1433	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	NA	100	100	100	100	100	100
Seq_1434	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA	100	100	100	100	99	80
Seq_1435	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1436	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Hydrocarboniphaga	NA	100	100	100	100	100	100
Seq_1437	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA	100	100	100	100	100	90
Seq_1438	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Pseudoflavitalea	NA	100	100	100	100	100	95
Seq_1439	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	NA	NA	100	100	100	94	52	52
Seq_1440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA	100	100	100	100	67	37
Seq_1441	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	100	100	100	100	100	100
Seq_1442	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	100	100	100	100	100	94
Seq_1443	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	NA	100	100	100	100	100	100
Seq_1444	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	psychrophilum	100	100	100	100	100	100
Seq_1445	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	100	100	100	100	100	100
Seq_1446	Bacteria	Actinobacteria	MB-A2-108	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1447	Bacteria	Acidobacteria	Holophagae	Subgroup_7	NA	NA	NA	100	100	100	100	100	100
Seq_1448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA	100	100	100	100	100	47
Seq_1449	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	73	73	73
Seq_1450	Bacteria	Chloroflexi	KD4-96	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1451	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	NA	100	100	100	100	100	100
Seq_1452	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA	100	100	100	100	100	83
Seq_1453	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	NA	100	100	100	100	100	100
Seq_1454	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA	NA	100	99	98	96	83	83
Seq_1455	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	66	66
Seq_1456	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	NA	NA	100	100	100	100	100	100
Seq_1457	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_1458	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	96	96	96	96	96
Seq_1459	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA	100	100	100	99	99	37
Seq_1460	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	NA	NA	NA	100	100	100	100	100	100
Seq_1461	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	arcticus	100	100	100	100	100	100
Seq_1462	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	100	100
Seq_1463	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	100	100	100	100	100	99
Seq_1464	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1465	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	choanae	100	100	100	100	100	100
Seq_1466	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_1467	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	100	100	100	100	100	100
Seq_1468	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	NA	100	100	100	100	100	93
Seq_1469	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1470	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	100	100	100	100	100	59
Seq_1471	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	NA	100	100	100	100	100	100
Seq_1472	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	100	100	100	100	100	95
Seq_1473	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	soli	100	100	100	100	100	82
Seq_1474	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	59	56	56
Seq_1475	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA	100	100	100	100	100	100
Seq_1476	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kibdelosporangium	NA	100	100	100	100	100	86
Seq_1477	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga	NA	100	100	100	100	100	98
Seq_1478	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	100	100
Seq_1479	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	97	97	97
Seq_1480	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	NA	100	100	100	100	100	100
Seq_1481	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_1482	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	100	100	100
Seq_1483	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	100	100	100	100	100	95
Seq_1484	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	100	100	100	100	100	100
Seq_1485	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	100	100	100	100	96	96
Seq_1486	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	100	100	100	100	100	100
Seq_1487	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	81	81	81
Seq_1488	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1489	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA	100	100	100	100	100	100
Seq_1490	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1491	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	NA	100	100	100	100	100	100
Seq_1492	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	NA	NA	NA	100	100	100	100	100	100
Seq_1493	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	NA	NA	100	100	100	100	98	71
Seq_1494	Bacteria	Latescibacteria	NA	NA	NA	NA	NA	100	74	74	74	74	74
Seq_1495	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	NA	100	100	100	100	100	100
Seq_1496	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	yeongjuensis	100	100	100	100	100	99
Seq_1497	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	haliclonae	100	100	100	99	99	80
Seq_1498	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	massiliensis	100	100	100	100	100	100
Seq_1499	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	100	100
Seq_1500	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	NA	100	100	100	100	94	50
Seq_1501	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	NA	100	100	100	100	100	100
Seq_1502	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA	100	100	100	100	100	100
Seq_1503	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA	100	100	100	100	100	100
Seq_1504	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	100	99	99
Seq_1505	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	NA	NA	NA	100	100	100	62	42	36
Seq_1506	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1507	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134	NA	100	100	100	100	100	100
Seq_1508	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	oryzae	100	100	100	100	100	95
Seq_1509	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	NA	100	100	100	100	100	99
Seq_1510	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	100	100	100	100	86	86
Seq_1511	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	NA	NA	100	100	100	100	100	100
Seq_1512	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1513	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	TRA3-20	NA	NA	100	100	100	100	89	89
Seq_1514	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA	100	100	100	100	100	43
Seq_1515	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1516	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	NA	NA	NA	100	100	100	100	100	100
Seq_1517	Bacteria	Acidobacteria	Subgroup_6	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1518	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA	100	100	100	100	100	100
Seq_1519	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA	100	100	100	100	99	99
Seq_1520	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	NA	NA	100	100	100	100	100	100
Seq_1521	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Filimonas	NA	100	100	100	100	100	100
Seq_1522	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	NA	100	100	100	100	100	100
Seq_1523	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	11-24	NA	NA	NA	100	100	100	100	100	100
Seq_1524	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA	NA	100	87	87	72	72	72
Seq_1525	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	100	100	100	100	100	100
Seq_1526	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1527	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	psychrotolerans	100	100	100	100	100	100
Seq_1528	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter	NA	100	100	100	100	100	98
Seq_1529	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	NA	100	98	97	97	97	97
Seq_1530	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA	100	100	100	100	100	100
Seq_1531	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	NA	100	100	100	100	100	100
Seq_1532	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	NA	100	100	100	100	98	63
Seq_1533	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	NA	100	100	100	100	100	90
Seq_1534	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA	NA	100	100	100	100	100	100
Seq_1535	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	NA	100	100	100	100	100	100
Seq_1536	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA	100	100	100	100	90	90
Seq_1537	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudorhodoplanes	NA	100	100	100	100	100	96
Seq_1538	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA	100	100	100	100	100	100
Seq_1539	Bacteria	NA	NA	NA	NA	NA	NA	55	43	37	35	34	34
Seq_1540	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA	100	100	100	100	98	98
Seq_1541	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA	NA	96	90	89	85	83	83
Seq_1542	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	NA	100	100	100	100	100	100
Seq_1543	Bacteria	Actinobacteria	0319-7L14	NA	NA	NA	NA	100	100	100	100	100	100
Seq_1544	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA	100	100	100	97	91	91
